name,x1,x2,y1,y2,classname
2012.jpg,91,158,316,447,face_with_mask
2012.jpg,107,289,297,433,face_with_mask
5535.jpg,189,12,282,111,face_without_mask
5535.jpg,391,29,470,141,face_without_mask
2352.png,231,164,414,446,face_with_mask
2352.png,6,11,261,470,face_with_mask
2352.png,463,165,598,329,face_with_mask
2352.png,6,231,233,464,face_with_mask
2352.png,234,320,394,447,face_with_mask
2352.png,496,280,609,336,face_with_mask
4262.png,317,11,583,325,face_with_mask
4262.png,318,171,569,325,face_with_mask
2841.png,422,4,957,519,face_with_mask
2841.png,456,154,859,515,face_with_mask
2177.png,387,130,525,321,face_with_mask
2177.png,384,219,499,319,face_with_mask
4130.png,140,30,513,510,face_with_mask
4130.png,179,217,475,503,face_with_mask
3256.png,45,49,348,366,face_without_mask
4495.png,242,208,296,279,face_with_mask
4495.png,250,241,291,274,face_with_mask
3692.png,232,179,342,309,face_with_mask
3692.png,765,150,847,255,face_with_mask
3692.png,304,253,339,308,face_with_mask
3692.png,773,216,838,255,face_with_mask
4043.png,40,23,392,461,face_with_mask
4043.png,365,60,516,272,face_with_mask
4043.png,397,166,513,267,face_with_mask
4043.png,223,271,390,461,face_with_mask
5545.jpg,363,47,551,323,face_without_mask
2704.png,110,36,482,487,face_with_mask
2704.png,115,251,393,480,face_with_mask
4966.png,253,8,549,427,face_with_mask
4966.png,238,200,502,419,face_with_mask
5508.jpg,129,29,681,822,face_without_mask
2293.png,417,353,458,395,face_with_mask
2293.png,532,335,627,426,face_with_mask
2293.png,424,364,453,390,face_with_mask
2293.png,531,384,576,426,face_with_mask
2293.png,384,312,418,358,face_without_mask
2293.png,687,384,724,420,face_with_mask
2293.png,680,340,759,427,face_with_mask
3124.png,355,100,460,243,face_with_mask
3124.png,364,178,446,240,face_with_mask
1982.png,482,73,579,197,face_without_mask
1982.png,313,16,413,146,face_without_mask
1982.png,184,55,282,189,face_without_mask
1982.png,93,53,178,166,face_without_mask
1982.png,541,0,626,88,face_without_mask
3942.png,572,97,658,213,face_with_mask
3942.png,574,157,645,210,face_with_mask
2046.jpg,618,153,830,401,face_with_mask
2046.jpg,647,269,809,377,face_with_mask
5563.jpg,142,65,384,355,face_without_mask
2048.jpg,428,291,550,477,face_with_mask
2048.jpg,31,302,152,424,face_without_mask
2048.jpg,273,236,457,444,face_with_mask
2048.jpg,433,376,544,474,face_with_mask
2048.jpg,327,293,445,431,face_with_mask
5645.jpg,413,477,617,745,face_without_mask
5645.jpg,824,127,1095,517,face_without_mask
5110.jpg,248,71,615,535,face_with_mask
5110.jpg,282,308,558,532,face_with_mask
4407.png,56,6,389,382,face_with_mask
4407.png,147,180,380,376,face_with_mask
2236.png,165,3,620,536,face_with_mask
2236.png,232,284,568,533,face_with_mask
5356.jpg,907,321,1095,506,face_with_mask
5356.jpg,902,175,1171,506,face_with_mask
1924.jpg,555,78,795,386,face_with_mask
1924.jpg,565,193,777,355,face_with_mask
1924.jpg,884,241,1078,468,face_with_mask
1924.jpg,885,336,1032,449,face_with_mask
1924.jpg,185,248,353,448,face_with_mask
1924.jpg,191,338,336,442,face_with_mask
2980.png,244,56,441,282,face_with_mask
2980.png,281,160,412,269,face_with_mask
6364.jpg,337,328,581,654,face_without_mask
6364.jpg,682,523,922,797,face_without_mask
6364.jpg,1053,557,1295,846,face_without_mask
6364.jpg,1390,568,1574,812,face_without_mask
6364.jpg,1690,561,1896,816,face_without_mask
6364.jpg,1968,561,2196,778,face_without_mask
6364.jpg,2320,613,2526,861,face_without_mask
6364.jpg,2680,478,2893,748,face_without_mask
6364.jpg,3051,317,3366,628,face_without_mask
4325.png,301,87,341,150,face_with_mask
4325.png,155,88,213,156,face_with_mask
4325.png,86,85,153,176,face_with_mask
4325.png,367,88,452,189,face_with_mask
4325.png,306,223,356,260,face_without_mask
4325.png,103,135,151,176,face_with_mask
4325.png,160,120,202,161,face_with_mask
4325.png,303,131,339,151,face_with_mask
4325.png,373,143,406,192,face_with_mask
4325.png,487,98,515,132,face_without_mask
5440.jpg,363,2,1017,601,face_with_mask
5440.jpg,394,271,785,601,face_with_mask
1853.jpg,232,103,477,372,face_without_mask
6313.jpg,209,57,413,303,face_without_mask
6313.jpg,538,34,852,328,face_without_mask
4108.png,297,32,539,380,face_without_mask
4894.png,44,211,335,620,face_with_mask
4894.png,47,322,301,621,face_with_mask
3141.png,105,110,378,499,face_with_mask
3141.png,156,318,348,493,face_with_mask
2719.png,404,47,835,637,face_with_mask
2719.png,432,353,774,635,face_with_mask
1828.jpg,157,62,837,1079,face_with_mask
1828.jpg,195,502,823,1080,face_with_mask
2405.png,404,157,472,237,face_with_mask
2405.png,405,191,456,235,face_with_mask
4470.png,84,92,150,190,face_without_mask
4470.png,261,40,340,155,face_without_mask
4640.png,145,54,287,210,face_without_mask
4640.png,499,2,708,184,face_without_mask
4055.png,41,4,400,534,face_without_mask
4055.png,44,251,320,530,face_with_mask
3294.png,281,208,362,300,face_with_mask
3294.png,409,272,468,340,face_with_mask
3294.png,409,312,459,338,face_with_mask
3294.png,311,257,360,296,face_with_mask
4117.png,295,109,466,371,face_without_mask
4117.png,630,44,795,310,face_without_mask
4117.png,297,111,463,371,face_with_mask
4134.png,295,85,347,159,face_with_mask
4134.png,393,144,444,204,face_with_mask
4134.png,72,124,124,190,face_with_mask
4134.png,132,89,177,164,face_with_mask
4134.png,81,161,122,188,face_with_mask
4134.png,132,124,176,162,face_with_mask
4134.png,299,123,342,158,face_with_mask
4134.png,395,174,436,203,face_with_mask
3887.png,83,181,189,291,face_with_mask
3887.png,118,212,180,288,face_with_mask
4278.png,275,144,411,315,face_with_mask
4278.png,281,239,401,317,face_with_mask
3503.png,213,43,589,525,face_with_mask
3503.png,215,316,517,519,face_with_mask
1849.jpg,435,58,544,195,face_with_mask
1849.jpg,446,118,530,185,face_with_mask
1849.jpg,408,13,554,181,face_with_mask
3599.png,81,0,467,344,face_without_mask
3599.png,132,0,457,339,face_with_mask
5915.jpg,75,29,354,436,face_without_mask
5150.jpg,364,46,550,295,face_with_mask
5150.jpg,94,46,309,327,face_with_mask
5150.jpg,100,203,243,325,face_with_mask
5150.jpg,370,169,523,279,face_with_mask
5513.jpg,2232,567,3864,2699,face_without_mask
5513.jpg,776,757,1871,2225,face_without_mask
3711.png,66,82,410,521,face_with_mask
3711.png,149,328,396,514,face_with_mask
4413.png,280,54,605,459,face_with_mask
4413.png,292,205,513,451,face_with_mask
5833.jpg,159,207,542,679,face_without_mask
5833.jpg,468,1,904,446,face_without_mask
4214.png,379,20,525,197,face_with_mask
4214.png,561,67,686,203,face_with_mask
4214.png,393,116,499,197,face_with_mask
4214.png,579,135,662,199,face_with_mask
4214.png,383,20,523,195,face_with_mask
4214.png,558,67,691,204,face_with_mask
2471.png,156,29,270,177,face_with_mask
2471.png,159,100,269,175,face_with_mask
3396.png,93,7,641,610,face_with_mask
3396.png,101,233,628,609,face_with_mask
4870.png,222,46,288,130,face_without_mask
5532.jpg,221,131,313,269,face_without_mask
2791.png,207,63,339,240,face_with_mask
2791.png,225,172,323,238,face_with_mask
2398.png,107,46,424,424,face_with_mask
2398.png,110,239,408,420,face_with_mask
2935.png,390,0,445,85,face_with_mask
2935.png,11,125,144,227,face_without_mask
2935.png,151,151,224,229,face_without_mask
2935.png,390,53,434,82,face_with_mask
2935.png,73,245,215,362,face_with_mask
2935.png,208,145,242,189,face_without_mask
2935.png,254,166,298,204,face_without_mask
2935.png,538,46,566,93,face_without_mask
2935.png,190,39,237,93,face_without_mask
2935.png,611,140,651,185,face_without_mask
3578.png,213,20,415,311,face_with_mask
3578.png,2,119,260,488,face_without_mask
3578.png,574,25,718,261,face_without_mask
3578.png,450,36,614,284,face_without_mask
3578.png,289,173,413,307,face_with_mask
3578.png,728,83,804,234,face_without_mask
3578.png,660,90,753,275,face_without_mask
3540.png,93,0,620,601,face_with_mask
3540.png,213,210,613,591,face_with_mask
4912.png,346,20,503,216,face_with_mask
4912.png,376,86,499,207,face_with_mask
4301.png,155,182,249,298,face_with_mask
4301.png,323,137,547,470,face_with_mask
4301.png,165,239,242,293,face_with_mask
4301.png,329,255,545,468,face_with_mask
3727.png,274,151,349,243,face_with_mask
3727.png,208,91,268,180,face_with_mask
3727.png,439,114,514,205,face_with_mask
3727.png,108,171,238,315,face_with_mask
3727.png,142,275,213,312,face_with_mask
3727.png,284,198,340,237,face_with_mask
3727.png,219,139,265,178,face_with_mask
3727.png,447,163,501,201,face_with_mask
3727.png,219,363,274,426,face_without_mask
3727.png,328,464,428,523,face_without_mask
3727.png,497,195,525,242,face_with_mask
3727.png,496,141,525,243,face_with_mask
3727.png,217,371,269,424,face_without_mask
2633.png,317,56,465,324,face_without_mask
2633.png,319,56,463,323,face_with_mask
4790.png,216,64,390,334,face_without_mask
4790.png,216,78,388,320,face_with_mask
2740.png,138,188,284,371,face_with_mask
2740.png,163,282,284,371,face_with_mask
4062.png,29,17,279,234,face_without_mask
4834.png,125,0,332,210,face_with_mask
4834.png,159,88,324,205,face_with_mask
3633.png,159,49,339,288,face_without_mask
3633.png,358,94,510,283,face_without_mask
6218.jpg,204,296,588,754,face_without_mask
3515.png,206,261,261,336,face_with_mask
3515.png,213,312,252,332,face_with_mask
3515.png,401,336,420,348,face_with_mask
3515.png,391,317,425,350,face_with_mask
3515.png,67,325,97,364,face_without_mask
2741.png,219,163,296,250,face_with_mask
2741.png,240,221,275,246,face_with_mask
2741.png,333,65,388,118,face_with_mask
2741.png,354,105,372,117,face_with_mask
2741.png,53,169,74,186,face_with_mask
2741.png,39,146,74,191,face_with_mask
2741.png,460,174,515,258,face_with_mask
2741.png,269,125,294,163,face_with_mask
2741.png,0,142,28,176,face_with_mask
2741.png,492,222,515,260,face_with_mask
2741.png,0,154,18,176,face_with_mask
1922.jpg,139,92,548,593,face_without_mask
6273.jpg,679,59,864,263,face_without_mask
6309.jpg,146,23,264,177,face_without_mask
6309.jpg,754,64,875,202,face_without_mask
4114.png,336,138,640,530,face_with_mask
4114.png,69,5,353,264,face_with_mask
4114.png,354,304,595,529,face_with_mask
4114.png,86,50,325,261,face_with_mask
5933.jpg,313,241,370,332,face_without_mask
4598.png,82,213,385,654,face_with_mask
4598.png,99,393,387,652,face_with_mask
1950.jpg,680,8,838,223,face_with_mask
1950.jpg,403,51,489,152,face_with_mask
1950.jpg,690,99,823,215,face_with_mask
1950.jpg,415,87,478,137,face_with_mask
4961.png,105,5,343,325,face_without_mask
4961.png,96,0,338,413,face_with_mask
1834.jpg,472,52,633,286,face_without_mask
1834.jpg,481,103,627,265,face_without_mask
3758.png,112,4,455,441,face_with_mask
3758.png,113,237,345,440,face_with_mask
4081.png,366,75,418,152,face_with_mask
4081.png,179,49,242,130,face_with_mask
4081.png,193,87,236,130,face_with_mask
4081.png,370,115,411,149,face_with_mask
2178.png,8,0,303,327,face_with_mask
2178.png,114,108,296,323,face_with_mask
3307.png,221,32,316,161,face_with_mask
3307.png,225,105,307,158,face_with_mask
5710.jpg,623,44,1090,635,face_without_mask
3020.png,361,58,434,143,face_with_mask
3020.png,580,41,655,127,face_with_mask
3020.png,375,110,423,141,face_with_mask
3020.png,588,92,629,126,face_with_mask
3020.png,451,57,525,134,face_with_mask
3020.png,92,32,142,85,face_without_mask
3687.png,147,87,230,201,face_with_mask
3687.png,244,133,301,217,face_with_mask
3687.png,392,73,464,213,face_with_mask
3687.png,5,145,63,264,face_with_mask
3687.png,170,148,221,200,face_with_mask
3687.png,401,160,465,209,face_with_mask
3687.png,6,214,61,264,face_with_mask
3687.png,247,181,293,212,face_with_mask
6349.jpg,31,2,157,134,face_without_mask
6349.jpg,430,35,547,194,face_without_mask
6349.jpg,226,32,301,140,face_without_mask
3394.png,185,6,613,410,face_with_mask
3394.png,213,195,516,408,face_with_mask
5253.jpg,405,0,1237,859,face_without_mask
6084.jpg,352,35,493,211,face_without_mask
3895.png,403,178,439,222,face_with_mask
3895.png,404,198,434,219,face_with_mask
5308.jpg,878,131,1363,740,face_without_mask
3170.png,29,105,337,457,face_without_mask
4836.png,658,9,1144,660,face_with_mask
4836.png,701,364,1068,655,face_with_mask
2151.jpg,79,66,200,162,face_with_mask
2151.jpg,518,44,582,113,face_with_mask
2151.jpg,581,54,636,132,face_with_mask
2151.jpg,472,109,549,188,face_with_mask
2151.jpg,736,81,820,199,face_without_mask
2151.jpg,132,115,196,164,face_with_mask
2151.jpg,540,68,579,110,face_with_mask
2151.jpg,595,86,632,126,face_with_mask
2151.jpg,502,150,540,184,face_with_mask
2151.jpg,642,94,687,136,face_without_mask
2151.jpg,809,44,858,99,face_without_mask
2667.png,316,10,418,98,face_without_mask
5202.jpg,314,49,506,299,face_with_mask
5202.jpg,339,188,490,295,face_with_mask
5255.jpg,791,0,4360,3062,face_without_mask
2922.png,299,90,563,377,face_with_mask
2922.png,306,242,464,374,face_with_mask
3161.png,128,1,521,551,face_with_mask
3161.png,127,252,473,551,face_with_mask
3165.png,230,2,524,377,face_with_mask
3165.png,425,222,524,376,face_with_mask
3904.png,503,151,598,303,face_with_mask
3904.png,515,229,590,295,face_with_mask
4970.png,14,4,514,607,face_with_mask
4970.png,70,290,475,606,face_with_mask
4686.png,182,0,541,547,face_with_mask
4686.png,213,223,526,541,face_with_mask
4071.png,331,115,371,219,face_with_mask
4071.png,334,171,369,213,face_with_mask
4071.png,578,49,615,109,face_with_mask
4071.png,571,5,676,110,face_with_mask
5154.jpeg,603,19,901,471,face_with_mask
5154.jpeg,619,232,885,466,face_with_mask
6422.png,195,0,666,575,face_with_mask
6422.png,322,381,561,581,face_with_mask
4340.png,210,41,467,352,face_with_mask
4340.png,266,186,463,351,face_with_mask
2018.jpg,780,192,1111,601,face_with_mask
2018.jpg,802,391,1066,584,face_with_mask
2018.jpg,1365,415,1500,879,face_with_mask
2018.jpg,1388,623,1500,858,face_with_mask
4927.png,10,10,424,543,face_without_mask
6013.jpg,307,115,364,197,face_without_mask
6013.jpg,199,245,248,324,face_without_mask
6013.jpg,226,1,264,43,face_without_mask
6013.jpg,144,10,179,53,face_without_mask
6013.jpg,89,9,131,64,face_without_mask
6013.jpg,599,20,638,79,face_without_mask
3529.png,91,2,693,616,face_with_mask
3529.png,109,190,549,611,face_with_mask
3691.png,158,90,214,175,face_with_mask
3691.png,182,132,207,169,face_with_mask
2969.png,354,22,619,354,face_without_mask
2069.jpg,312,223,694,728,face_with_mask
2069.jpg,419,460,682,714,face_with_mask
3527.png,212,27,514,388,face_without_mask
4405.png,544,6,639,74,face_with_mask
4405.png,560,23,625,66,face_with_mask
3189.png,316,11,398,123,face_with_mask
3189.png,322,63,390,115,face_with_mask
3971.png,353,31,617,271,face_with_mask
3971.png,392,312,577,494,face_with_mask
3971.png,442,106,614,270,face_with_mask
3971.png,445,366,575,491,face_with_mask
6107.png,273,153,456,372,face_without_mask
6107.png,680,72,857,289,face_without_mask
6107.png,1016,59,1204,308,face_without_mask
3461.png,228,183,339,339,face_with_mask
3461.png,614,78,737,250,face_with_mask
3461.png,248,259,324,331,face_with_mask
3461.png,633,161,715,239,face_with_mask
3312.png,251,111,321,195,face_with_mask
3312.png,83,70,131,135,face_with_mask
3312.png,452,86,482,161,face_with_mask
3312.png,262,155,312,192,face_with_mask
3312.png,93,111,123,132,face_with_mask
3312.png,458,119,482,156,face_with_mask
3312.png,259,65,284,85,face_with_mask
3312.png,249,24,291,87,face_with_mask
3535.png,12,0,415,427,face_with_mask
3535.png,91,221,360,420,face_with_mask
3703.png,148,1,608,545,face_with_mask
3703.png,199,299,529,539,face_with_mask
6037.jpg,413,12,530,181,face_without_mask
5891.jpg,1661,410,1994,915,face_without_mask
2496.png,357,26,469,192,face_with_mask
2496.png,186,170,300,306,face_with_mask
2496.png,360,113,464,192,face_with_mask
2496.png,208,236,296,306,face_with_mask
5713.jpg,376,319,637,534,face_with_mask
5713.jpg,378,41,858,535,face_with_mask
3183.png,134,32,245,183,face_with_mask
3183.png,158,116,229,183,face_with_mask
3788.png,210,78,243,122,face_with_mask
3788.png,115,107,151,149,face_with_mask
3788.png,126,125,146,145,face_with_mask
3788.png,214,102,232,117,face_with_mask
3766.png,196,104,263,190,face_without_mask
3751.png,60,18,422,460,face_with_mask
3751.png,159,253,418,456,face_with_mask
3759.png,127,5,627,608,face_with_mask
3759.png,141,253,564,605,face_with_mask
4539.png,251,0,521,407,face_without_mask
4539.png,253,2,519,463,face_with_mask
4720.png,402,97,520,237,face_with_mask
4720.png,422,175,499,233,face_with_mask
2329.png,240,208,286,270,face_with_mask
2329.png,243,239,284,268,face_with_mask
4767.png,547,51,634,167,face_with_mask
4767.png,469,81,537,186,face_with_mask
4767.png,122,184,186,268,face_with_mask
4767.png,1,95,59,212,face_with_mask
4767.png,0,168,56,217,face_with_mask
4767.png,123,232,185,269,face_with_mask
4767.png,473,133,520,184,face_with_mask
4767.png,563,112,634,168,face_with_mask
4767.png,434,190,453,222,face_with_mask
4767.png,431,149,458,227,face_with_mask
3390.png,54,127,385,632,face_with_mask
3390.png,60,334,371,628,face_with_mask
5472.jpg,267,34,448,250,face_without_mask
6152.jpg,323,11,685,475,face_without_mask
5167.jpg,393,126,674,420,face_with_mask
5167.jpg,476,276,668,413,face_with_mask
4229.png,91,0,345,377,face_with_mask
4229.png,86,196,352,375,face_with_mask
4063.png,262,7,647,468,face_with_mask
4063.png,291,255,587,460,face_with_mask
6220.jpg,752,39,841,153,face_without_mask
6220.jpg,283,172,377,291,face_without_mask
6220.jpg,542,229,616,326,face_without_mask
2058.jpg,216,92,387,320,face_with_mask
2058.jpg,586,9,740,189,face_with_mask
2058.jpg,610,72,734,178,face_with_mask
2058.jpg,249,217,377,309,face_with_mask
1917.jpg,83,28,232,196,face_with_mask
1917.jpg,108,93,213,189,face_with_mask
1994.jpg,647,479,837,717,face_without_mask
1994.jpg,327,117,600,407,face_without_mask
1994.jpg,425,258,608,410,face_with_mask
6048.jpg,625,23,883,356,face_without_mask
2566.png,240,110,375,266,face_with_mask
2566.png,486,81,613,244,face_with_mask
2566.png,536,182,611,244,face_with_mask
2566.png,323,201,370,266,face_with_mask
5312.jpg,554,251,663,397,face_without_mask
4613.png,338,79,434,211,face_with_mask
4613.png,254,101,338,232,face_with_mask
4613.png,156,105,275,260,face_with_mask
4613.png,0,21,177,250,face_with_mask
4613.png,8,128,151,247,face_with_mask
4613.png,158,173,248,257,face_with_mask
4613.png,273,173,344,226,face_with_mask
4613.png,352,141,437,208,face_with_mask
4468.png,163,155,499,590,face_with_mask
4468.png,164,334,492,592,face_with_mask
6278.jpg,768,77,862,192,face_without_mask
6278.jpg,512,152,593,246,face_without_mask
6278.jpg,238,59,368,186,face_without_mask
6278.jpg,4,27,157,210,face_without_mask
6278.jpg,157,254,334,446,face_without_mask
6278.jpg,612,193,738,314,face_without_mask
5228.jpeg,103,79,209,207,face_with_mask
5228.jpeg,388,77,532,271,face_with_mask
5228.jpeg,600,271,872,478,face_with_mask
5228.jpeg,117,144,196,203,face_with_mask
5228.jpeg,407,172,494,246,face_with_mask
5228.jpeg,604,364,692,462,face_with_mask
4419.png,82,8,467,425,face_with_mask
4419.png,104,143,419,422,face_with_mask
4614.png,572,126,887,531,face_with_mask
4614.png,579,303,865,527,face_with_mask
3101.png,123,6,527,524,face_with_mask
3101.png,171,255,523,524,face_with_mask
3533.png,111,0,357,274,face_with_mask
3533.png,149,122,331,273,face_with_mask
1923.jpg,82,103,377,455,face_without_mask
4572.png,204,11,694,402,face_with_mask
4572.png,209,109,689,412,face_with_mask
2609.png,228,106,428,426,face_without_mask
2609.png,226,104,428,426,face_with_mask
4779.png,200,90,254,169,face_with_mask
4779.png,205,133,252,166,face_with_mask
5457.jpeg,184,87,377,288,face_without_mask
6271.jpg,400,11,506,161,face_without_mask
6271.jpg,263,185,356,292,face_without_mask
3509.png,107,142,254,284,face_with_mask
3509.png,294,123,448,306,face_with_mask
3509.png,118,206,207,283,face_with_mask
3509.png,311,228,403,308,face_with_mask
3783.png,241,200,318,294,face_with_mask
3783.png,278,244,316,290,face_with_mask
2853.png,320,64,420,202,face_with_mask
2853.png,324,139,413,199,face_with_mask
2768.png,33,73,502,669,face_with_mask
2768.png,29,330,455,663,face_with_mask
6123.jpg,248,47,485,356,face_without_mask
6123.jpg,798,52,1084,402,face_without_mask
4255.png,147,8,567,478,face_with_mask
4255.png,150,238,513,464,face_with_mask
5640.jpg,580,47,788,279,face_without_mask
5420.jpg,373,197,593,428,face_without_mask
4260.png,210,11,613,548,face_with_mask
4260.png,218,202,601,545,face_with_mask
3618.png,2,1,727,810,face_with_mask
3618.png,103,361,720,810,face_with_mask
5501.jpg,626,42,904,375,face_without_mask
5747.jpg,211,405,331,568,face_without_mask
6092.jpg,209,24,518,426,face_without_mask
5174.jpg,300,44,714,486,face_with_mask
5174.jpg,305,214,620,477,face_with_mask
5553.jpg,345,19,574,350,face_without_mask
6091.jpeg,1269,293,3558,2944,face_without_mask
6357.jpg,307,19,890,753,face_without_mask
3964.png,92,49,418,526,face_with_mask
3964.png,154,285,411,521,face_with_mask
3450.png,114,26,495,583,face_with_mask
3450.png,147,259,476,582,face_with_mask
2800.png,165,12,254,98,face_with_mask
2800.png,165,47,206,95,face_with_mask
2149.jpg,268,87,493,346,face_without_mask
1880.jpg,1559,124,4342,3301,face_with_mask
1880.jpg,1655,1377,4236,3195,face_with_mask
3136.png,321,62,391,160,face_with_mask
3136.png,329,108,389,160,face_with_mask
3257.png,78,8,460,540,face_without_mask
5579.jpg,104,15,778,720,face_without_mask
4917.png,346,84,446,225,face_with_mask
4917.png,366,156,425,218,face_with_mask
6041.jpg,47,116,160,242,face_without_mask
6041.jpg,722,91,826,216,face_without_mask
6041.jpg,173,18,253,129,face_without_mask
6041.jpg,452,77,558,199,face_without_mask
1819.jpg,328,100,433,237,face_without_mask
3279.png,308,134,551,446,face_with_mask
3279.png,316,271,520,440,face_with_mask
5217.jpg,1130,1205,1875,2038,face_with_mask
5217.jpg,1329,1596,1823,2009,face_with_mask
2399.png,95,154,401,619,face_with_mask
2399.png,91,321,391,617,face_with_mask
2948.png,250,49,383,213,face_with_mask
2948.png,265,150,344,212,face_with_mask
3351.png,212,104,259,168,face_with_mask
3351.png,27,72,89,140,face_with_mask
3351.png,461,214,524,295,face_without_mask
3351.png,51,111,83,138,face_with_mask
3351.png,215,141,254,166,face_with_mask
2193.png,79,9,422,413,face_with_mask
2193.png,363,200,652,616,face_with_mask
2193.png,115,202,349,399,face_with_mask
2193.png,375,386,644,606,face_with_mask
2481.png,235,6,354,231,face_without_mask
1891.jpg,255,3,517,354,face_with_mask
1891.jpg,266,157,497,347,face_with_mask
5987.jpg,199,264,571,682,face_without_mask
4069.png,230,37,331,172,face_with_mask
4069.png,249,90,327,166,face_with_mask
3084.png,225,40,435,294,face_without_mask
2776.png,165,72,478,400,face_with_mask
2776.png,201,203,399,400,face_with_mask
4853.png,6,6,249,380,face_with_mask
4853.png,243,242,338,400,face_with_mask
4853.png,73,156,246,368,face_with_mask
4853.png,255,331,321,392,face_with_mask
4853.png,621,537,665,577,face_with_mask
4853.png,598,296,637,324,face_with_mask
4853.png,366,257,385,285,face_with_mask
4853.png,319,230,386,295,face_with_mask
4853.png,581,235,645,324,face_with_mask
4853.png,593,437,693,577,face_with_mask
5219.jpg,428,8,483,67,face_with_mask
5219.jpg,324,45,373,103,face_with_mask
5219.jpg,197,42,242,91,face_with_mask
5219.jpg,317,156,358,223,face_with_mask
5219.jpg,437,30,482,65,face_with_mask
5219.jpg,321,200,353,221,face_with_mask
5219.jpg,199,65,239,91,face_with_mask
5219.jpg,330,74,365,100,face_with_mask
5219.jpg,9,0,67,64,face_with_mask
5219.jpg,48,29,66,67,face_with_mask
4131.png,125,130,365,447,face_with_mask
4131.png,152,284,355,442,face_with_mask
5321.jpg,1,68,635,859,face_without_mask
2203.png,52,34,383,503,face_with_mask
2203.png,58,284,363,502,face_with_mask
6189.jpg,376,42,467,164,face_without_mask
2639.png,158,1,899,619,face_with_mask
2639.png,422,155,793,624,face_with_mask
2408.png,225,77,456,430,face_with_mask
2408.png,231,232,457,430,face_with_mask
2537.png,456,80,781,494,face_with_mask
2537.png,157,468,286,607,face_without_mask
2537.png,500,292,756,498,face_with_mask
2537.png,23,195,155,336,face_without_mask
2537.png,381,264,456,354,face_without_mask
2537.png,853,297,939,406,face_without_mask
2537.png,974,330,1054,411,face_without_mask
2762.png,51,1,609,611,face_with_mask
2762.png,138,257,543,608,face_with_mask
5397.jpg,601,110,1314,1155,face_with_mask
5397.jpg,580,544,1284,1107,face_with_mask
5243.jpg,746,182,3084,2662,face_with_mask
5243.jpg,1741,1299,3055,2654,face_with_mask
5994.jpg,149,8,458,328,face_without_mask
1838.jpg,800,49,888,154,face_without_mask
1838.jpg,682,132,755,220,face_with_mask
1838.jpg,570,95,648,189,face_with_mask
1838.jpg,403,80,482,175,face_with_mask
1838.jpg,256,90,328,179,face_with_mask
1838.jpg,126,131,209,228,face_without_mask
1838.jpg,694,170,752,212,face_with_mask
1838.jpg,579,134,633,179,face_with_mask
1838.jpg,416,120,474,164,face_with_mask
1838.jpg,270,119,324,169,face_with_mask
1962.png,127,102,455,530,face_with_mask
1962.png,149,294,439,509,face_with_mask
5865.jpg,213,58,506,406,face_without_mask
2118.jpg,913,135,1669,880,face_without_mask
2692.png,83,24,335,311,face_without_mask
3846.png,362,30,534,249,face_with_mask
3846.png,401,181,518,250,face_with_mask
4865.png,463,250,528,335,face_with_mask
4865.png,208,126,258,194,face_with_mask
4865.png,472,294,513,330,face_with_mask
4865.png,212,155,249,190,face_with_mask
3370.png,244,113,340,251,face_with_mask
3370.png,265,177,334,246,face_with_mask
2952.png,170,13,285,177,face_without_mask
4700.png,365,102,491,264,face_with_mask
4700.png,360,158,486,259,face_with_mask
5638.jpg,130,6,451,341,face_without_mask
1899.jpeg,157,70,371,311,face_with_mask
1899.jpeg,180,165,364,307,face_with_mask
4695.png,665,123,750,236,face_with_mask
4695.png,667,182,735,233,face_with_mask
3928.png,198,52,283,169,face_with_mask
3928.png,207,117,280,166,face_with_mask
6300.jpg,88,225,253,413,face_without_mask
6300.jpg,259,153,498,479,face_without_mask
2305.png,324,64,467,238,face_without_mask
2305.png,13,21,230,269,face_without_mask
6161.jpg,392,278,562,506,face_without_mask
6161.jpg,705,116,995,430,face_without_mask
6161.jpg,48,34,317,356,face_without_mask
3439.png,203,6,645,436,face_with_mask
3439.png,251,172,581,428,face_with_mask
5102.jpg,249,5,356,134,face_with_mask
5102.jpg,263,72,343,132,face_with_mask
6236.jpg,261,327,339,423,face_without_mask
6236.jpg,60,138,122,205,face_without_mask
2569.png,287,4,524,260,face_without_mask
2569.png,208,237,360,393,face_without_mask
2569.png,3,41,208,308,face_without_mask
1974.jpg,1050,51,1613,691,face_with_mask
1974.jpg,264,263,776,830,face_with_mask
1974.jpg,1154,275,1484,654,face_with_mask
1974.jpg,309,502,643,813,face_with_mask
3603.png,37,5,322,327,face_without_mask
4410.png,22,162,297,499,face_with_mask
4410.png,288,183,487,455,face_with_mask
4410.png,66,342,287,494,face_with_mask
4410.png,323,278,472,446,face_with_mask
3912.png,161,47,495,520,face_with_mask
3912.png,188,307,465,512,face_with_mask
6245.jpg,693,56,855,264,face_without_mask
4286.png,61,6,463,508,face_with_mask
4286.png,86,173,458,503,face_with_mask
6307.jpg,22,22,635,821,face_without_mask
6386.jpg,318,42,457,249,face_without_mask
4868.png,523,177,640,315,face_with_mask
4868.png,120,180,228,309,face_with_mask
4868.png,136,229,211,301,face_with_mask
4868.png,543,248,626,308,face_with_mask
5159.jpg,1330,557,1663,902,face_with_mask
5159.jpg,2607,753,2958,1187,face_with_mask
5159.jpg,2649,958,2900,1168,face_with_mask
